fix_identifier,state,description
DELDE,SOUTH DAKOTA,44-48-09.3600N 096-55-32.2500W
DELDO,FLORIDA,26-32-02.0800N 081-47-33.7800W
DELEE,MISSISSIPPI,OTB*D*014.78/18.00 34-30-29.9600N 088-40-49.7100W
DELEO,NEW MEXICO,36-48-25.0200N 104-07-32.4600W
DELET,VIRGINIA,36-37-04.0500N 078-50-28.8100W
DELEY,WISCONSIN,43-02-35.6400N 087-52-28.4000W
DELFA,MARYLAND,39-42-46.8800N 075-55-32.4300W
DELFI,ALABAMA,VUZ*C*356.09/13.19 JFX*LD*092.86/20.69 33-53-25.1300N 086-54-31.1400W
DELFS,VIRGINIA,38-20-33.6800N 078-44-05.1500W
DELGE,MAINE,44-23-56.4300N 068-55-39.0800W
DELHI,ILLINOIS,CGT*C*337.28/27.16 JOT*D*043.68 OBK*D*158.77/18.79 41-56-00.0000N 087-47-10.0000W
DELIA,MARYLAND,39-40-31.0100N 078-02-06.7700W
DELIM,OFFSHORE PACIFIC,75-30-00.0000N 168-58-24.0000W
DELJE,NEVADA,36-00-53.4400N 115-07-52.9200W
DELKE,UTAH,DTA*C*187.02/9.00 39-09-50.8200N 112-34-51.5000W
DELKO,NORTH CAROLINA,CRE*C*045.12 FLO*C*087.91 ILM*C*272.92/14.00 34-20-04.7300N 078-09-19.5300W
DELKY,LOUISIANA,30-17-39.8000N 093-28-58.8000W
DELLA,ARIZONA,IWA*C*121.81/19.89 TFD*C*055.86 33-04-07.4900N 111-22-17.5300W
DELLL,SOUTH CAROLINA,32-51-06.8900N 080-00-06.6500W
DELLS,INDIANA,40-04-18.2300N 086-23-32.9700W
DELLY,ARIZONA,TFD*C*182.00/32.00 32-22-02.0300N 112-03-39.7900W
DELMA,MISSOURI,VIH*D*085.30/37.62 FTZ*C*170.22 38-08-13.8200N 090-54-44.1300W
DELMO,TEXAS,32-46-54.9400N 097-10-03.0800W
DELNO,CALIFORNIA,TTE*D*202.68/15.11 EHF*C*323.64/15.00 35-42-57.7700N 119-12-50.7300W
DELOO,MISSOURI,IRK*C*006.69/10.40 40-18-15.1500N 092-32-31.0900W
DELOW,MICHIGAN,42-27-36.8600N 083-04-03.3600W
DELPE,UTAH,38-41-30.4900N 112-07-43.0200W
DELPP,OFFSHORE ATLANTIC,36-56-15.0000N 073-30-16.0000W
DELRO,PENNSYLVANIA,HAR*C*144.50/28.73 MXE*C*283.00/44.14 LRP*D*248.07/17.97 RAV*C*192.95 BAL*C*012.99 39-57-55.7100N 076-37-31.2400W
DELRY,ALASKA,65-54-44.2300N 166-50-55.0800W
DELSE,ARIZONA,CWJ*LD*078.08/1.55 33-26-26.8000N 111-57-28.3700W
DELSY,KENTUCKY,36-37-56.9000N 084-26-47.3200W
DELTE,LOUISIANA,29-57-33.8000N 089-21-20.6000W
DELTS,COLORADO,37-19-03.7200N 105-32-44.0200W
DELVE,TEXAS,VUH*D*242.58/22.05 29-08-03.1700N 095-15-30.3600W
DELYE,KANSAS,EMP*C*187.49/12.00 38-05-53.4400N 096-12-20.7500W
DELZY,MINNESOTA,RST*D*310.12/38.16 FGT*C*178.04/24.00 44-13-54.9400N 093-13-16.3300W
DEMAW,MAINE,43-27-27.2900N 070-42-32.6100W
DEMBE,MASSACHUSETTS,FMH*LD*053.94/2.10 41-40-30.5300N 070-30-11.1000W
DEMDE,NEW JERSEY,40-09-43.9500N 074-35-30.7200W
DEMDY,ARIZONA,35-17-21.6000N 113-54-41.8000W
DEMFA,CALIFORNIA,34-58-21.9500N 120-32-29.8200W
DEMFO,CALIFORNIA,EDW*C*242.88/23.00 34-52-53.0000N 118-10-56.7100W
DEMGY,OFFSHORE ATLANTIC,39-30-31.0000N 072-28-17.0000W
DEMIC,SOUTH CAROLINA,FLO*C*050.63/14.00 34-23-25.0200N 079-26-55.7000W
DEMKY,NORTH DAKOTA,48-46-42.4400N 097-44-11.1600W
DEMLA,OKLAHOMA,END*C*299.00/4.00 36-22-56.2200N 097-59-12.4800W
DEMLL,MINNESOTA,43-57-55.0000N 093-29-29.0000W
DEMME,PENNSYLVANIA,40-13-41.6100N 079-48-47.5400W
DEMNZ,NORTH CAROLINA,36-05-29.8200N 080-20-36.0600W
DEMOY,MARYLAND,39-11-01.3900N 076-28-38.7300W
DEMPE,CALIFORNIA,34-03-17.4800N 117-43-49.0200W
DEMSE,KENTUCKY,EWO*D*069.32/10.00 37-41-16.1900N 085-28-41.4100W
DEMSY,OREGON,44-36-35.4800N 123-14-19.4700W
DEMTE,FLORIDA,24-31-17.6800N 081-52-55.3200W
DEMTY,NEBRASKA,AIA*D* /11.98 BYE*LD*127.32/12.77 41-54-46.5100N 102-37-01.4700W
DEMVE,NORTH CAROLINA,36-31-31.2800N 077-42-03.3000W
DENAA,ILLINOIS,38-10-42.8600N 090-04-28.3800W
DENAM,INDIANA,EON*C*095.54/48.08 41-09-34.6400N 086-44-21.3500W
DENBE,MICHIGAN,46-19-59.2800N 085-30-56.7100W
DENBY,VIRGINIA,LFI*T*058.00/12.00 37-13-09.8500N 076-10-23.9600W
DENCA,KANSAS,37-11-28.3400N 101-45-54.4300W
DENCO,COLORADO,40-31-17.8100N 103-13-34.6800W
DENEY,KANSAS,37-30-01.6100N 097-15-51.6400W
DENGE,PUERTO RICO,SJU*C*179.00/38.00 17-49-27.4000N 065-51-05.3000W
DENIE,LOUISIANA,31-11-13.3900N 092-21-37.4200W
DENII,MARYLAND,38-55-01.0900N 076-27-48.4500W
DENIL,NORTH CAROLINA,FAY*D*008.81/21.00 35-20-05.5800N 078-50-21.0800W
DENIM,TEXAS,MAF*C*169.11/14.51 31-46-01.1700N 102-11-09.4800W
DENKE,OKLAHOMA,END*C*177.29/5.96 JUS*LD*175.03 36-14-43.9900N 097-55-23.7300W
DENKL,HAWAII,22-37-07.0000N 160-11-14.0000W
DENKY,TEXAS,SHP*T*334.00/3.65 34-02-22.5700N 098-30-50.0600W
DENLE,WEST VIRGINIA,37-56-27.3400N 080-19-32.2000W
DENNA,CONNECTICUT,BDR*D*336.19/5.37 41-13-59.7900N 073-11-37.9400W
DENNE,SOUTH CAROLINA,CTF*D*304.38/37.94 CLT*D*180.57/12.74 DQG*LS*182.96 34-58-42.6700N 080-55-54.5000W
DENNI,ILLINOIS,PXV*C*245.00 STL*C*129.82/112.22 37-37-22.8400N 088-42-03.9000W
DENNN,VIRGINIA,38-05-05.9000N 078-12-27.5400W
DENNO,MASSACHUSETTS,42-03-00.2900N 072-32-29.2600W
DENNS,OFFSHORE PACIFIC,MKK*C*056.64/197.65 OGG*C*047.01/166.58 ITO*C*010.68/170.21 22-21-48.2400N 153-52-50.1000W
DENNT,ILLINOIS,41-25-09.0000N 087-43-29.0000W
DENNY,VIRGINIA,MOL*D*271.32/30.01 37-52-00.1500N 079-44-13.7500W
DENOO,FLORIDA,30-34-11.2200N 081-29-43.6800W
DENRE,NEVADA,40-43-06.9200N 114-16-24.8800W
DENRO,ALASKA,HPB*D*132.88/20.00 61-14-19.1200N 165-44-51.2500W
DENSE,TEXAS,29-10-51.1000N 100-37-18.1000W
DENSN,ALASKA,60-38-35.1500N 147-02-30.0000W
DENST,ALABAMA,34-46-18.3400N 085-43-58.1300W
DENTE,KANSAS,39-39-57.8500N 098-00-07.3300W
DENTN,MINNESOTA,45-39-08.8800N 095-21-29.8900W
DENTO,TEXAS,GHI*LD*086.97/17.73 29-58-38.6300N 094-59-48.6100W
DENTS,TEXAS,31-56-03.3700N 102-10-49.5500W
DENTT,NORTH CAROLINA,35-59-11.9900N 080-17-36.2400W
DENVE,MARYLAND,ADW*C*098.00/10.00 38-48-46.2200N 076-39-11.3400W
DEORO,CALIFORNIA,MZB*C*076.14 MYF*LD*E CRS/5.64 32-46-44.4800N 117-02-43.3000W
DEPAC,FLORIDA,NQX*T*224.00/3.00 24-32-26.5800N 081-42-58.3400W
DEPAY,KANSAS,GLD*C*084.00/16.00 39-21-34.0600N 101-21-01.3500W
DEPDY,NEW JERSEY,40-12-08.2500N 074-29-42.6700W
DEPEC,TENNESSEE,36-06-00.0000N 087-31-00.0000W
DEPEN,ALABAMA,31-59-30.5500N 086-45-22.9200W
DEPEW,NEW YORK,BNQ*LD*137.67/6.00 42-53-17.7600N 078-38-04.4900W
DEPGE,MISSISSIPPI,33-17-07.6300N 089-37-15.4200W
DEPHE,ARIZONA,TFD*C*092.68/74.00 32-33-52.9200N 110-29-49.0600W
DEPLE,WISCONSIN,43-12-22.1200N 090-31-50.7700W
DEPME,PENNSYLVANIA,41-46-02.7400N 075-56-46.4200W
DEPNE,NORTH CAROLINA,34-58-53.2900N 076-08-30.6100W
DEPOO,TEXAS,BRO*LD*312.40/7.34 BRO*LD 25-59-01.8100N 097-30-31.7100W
DEPOT,GEORGIA,FSQ*LD*094.99/7.15 33-37-54.4500N 084-18-29.8000W
DEPOY,VIRGINIA,37-27-40.9800N 078-23-23.0200W
DEPPA,ALASKA,63-58-18.5500N 152-06-22.7300W
DEPPY,TEXAS,29-49-29.9200N 094-44-27.0100W
DEPRE,WISCONSIN,SGZ*LS*181.92 44-23-54.6900N 088-08-00.5000W
DEPRI,MAINE,45-57-13.3200N 070-15-23.8300W
DEPSE,ALASKA,56-48-02.2700N 132-47-20.2700W
DEPST,ALABAMA,33-55-14.9900N 088-00-21.3700W
DEPTE,MASSACHUSETTS,CEF*T*045.71/2.80 CTR*D*111.91 CEF*LS*048.21 42-14-14.1100N 072-29-35.8400W
DEPTY,IDAHO,MUO*T* /12.00 MUO*LS*302.06*E CRS 43-11-03.1700N 116-03-52.3000W
DEPUT,CALIFORNIA,36-52-12.7700N 121-58-04.3500W
DEQHU,LOUISIANA,30-31-25.5000N 093-30-48.7200W
DEQUE,GEORGIA,32-25-35.0500N 081-31-06.7800W
DERAY,OREGON,44-18-17.6600N 123-19-29.4000W
DERBB,CALIFORNIA,FRA*C*164.17/110.78 AVE*D*128.70/28.67 EHF*C*229.00 35-15-21.2400N 119-38-29.2100W
DERBN,INDIANA,40-04-13.1400N 086-07-52.6600W
DERBY,OHIO,ACO*D*242.05 RGO*LS*N CRS 40-59-48.2900N 081-26-10.5200W
DERDE,FLORIDA,DWG*T*293.00/6.00 30-31-02.4900N 086-37-38.7700W
DERDF,MISSOURI,STL*C*223.94/27.08 38-32-24.5700N 090-53-19.4500W
DEREC,HAWAII,LNY*C*095.00/96.37 UPP*C*066.00 20-18-44.4500N 155-19-34.3100W
DEREE,DELAWARE,DOV*T*016.77/6.72 LIR*LS*015.22 39-14-38.7000N 075-27-19.5200W
DEREW,NEVADA,36-00-17.7200N 115-12-31.2000W
DERFF,OKLAHOMA,34-53-16.3800N 097-58-09.0000W
DERIC,TEXAS,MAF*C*117.02/19.00 BGS*C*200.74 31-48-48.8100N 101-53-51.4200W
DERIK,ALASKA,SCC*D*183.69/80.00 68-57-06.1400N 149-43-17.3100W
DERIN,WEST VIRGINIA,EKN*C*105.18/14.60 CKB*D*139.00 38-52-45.7400N 079-47-27.0000W
DERLE,TENNESSEE,35-26-43.8000N 086-03-22.1300W
DERLO,,43-03-59.0000N 081-05-43.0000W
DERMA,NEW MEXICO,RSK*C*219.24/23.00 36-31-04.9600N 108-28-47.5600W
DERMT,NEVADA,REO*D*125.18/53.00 41-52-18.8800N 117-10-34.3000W
DERNE,ARKANSAS,36-12-45.3900N 094-11-01.0600W
DEROY,OREGON,OTH*D*119.99/12.00 43-16-26.1200N 123-58-29.6400W
DERPE,OKLAHOMA,35-53-44.8500N 096-43-00.8400W
DERRA,OFFSHORE ATLANTIC,31-51-22.0000N 077-28-01.0000W
DERRE,MICHIGAN,42-33-09.9600N 085-06-51.0100W
DERRF,INDIANA,41-39-56.7300N 085-23-58.5900W
DERRI,KANSAS,TOP*C*111.00/12.00 39-02-56.8500N 095-19-06.1400W
DERRS,TEXAS,LOA*C*220.53 CLL*LD*345.88/11.50 30-47-18.9500N 096-24-23.6000W
DERRY,OKLAHOMA,33-54-47.8200N 096-08-38.3700W
DERSO,IDAHO,BOI*C*086.55/47.65 TWF*C*313.99/60.05 43-21-42.6300N 115-08-01.6600W
DERTE,SOUTH CAROLINA,SSC*T* /4.74 JWU*LS*042.73 34-02-36.6400N 080-24-48.1100W
DERTY,NEW MEXICO,GUP*C*012.03/22.44 35-48-44.4800N 108-40-14.9000W
DERVE,ALASKA,65-33-37.8000N 156-45-41.1600W
DERVL,ARIZONA,33-28-04.9200N 111-45-19.7700W
DERYK,WYOMING,LLT*LD*S CRS/5.42 44-16-15.3000N 105-31-19.3800W
DERYL,COLORADO,BKF*T*147.97/16.00 39-27-48.7500N 104-36-43.8200W
DESAC,VIRGINIA,37-52-26.0800N 076-39-11.1100W
DESAY,TEXAS,29-10-33.8500N 095-20-28.4600W
DESBE,,07-33-25.9000N 151-59-40.5900E
DESCA,ALASKA,68-09-36.4700N 151-37-57.4700W
DESDN,,42-31-24.0000N 082-15-24.0000W
DESEA,TEXAS,NQI*T*112.00/12.00 27-24-40.2200N 097-36-13.0100W
DESEE,GEORGIA,VAD*T*360.00/1.70 30-59-18.3900N 083-11-42.6300W
DESKE,MISSISSIPPI,MHZ*C*326.90/31.00 32-51-44.2300N 090-26-37.1700W
DESKS,GEORGIA,31-49-59.2100N 084-11-00.1700W
DESLO,MASSACHUSETTS,42-23-53.3700N 071-30-35.1500W
DESNE,SOUTH CAROLINA,33-08-50.4000N 080-02-15.8200W
DESOT,KANSAS,TOP*C*094.00 ANX*C*260.09/38.00 MCI*C*210.24/16.49 39-03-37.4001N 094-56-26.3600W
DESOY,ALASKA,WLK*D*103.60/29.97 66-20-59.6000N 158-54-47.1300W
DESPE,TEXAS,32-51-22.4900N 096-52-09.0100W
DESRT,CALIFORNIA,NLC*T*250.00/13.00 36-19-43.1900N 120-14-01.7100W
DESTE,WISCONSIN,45-30-25.8600N 092-16-09.2400W
DESTN,FLORIDA,CEW*C*161.09/26.89 30-23-38.8400N 086-32-13.5600W
DETAN,UTAH,MLF*C*071.51/18.12 DTA*C*170.00 38-22-22.3000N 112-37-46.6900W
DETAY,CALIFORNIA,40-26-06.2800N 120-36-07.6700W
DETEC,NEW MEXICO,35-54-29.8700N 106-26-53.6800W
DETEY,ALASKA,63-12-30.4800N 142-22-44.3500W
DETFI,VERMONT,44-23-31.7000N 072-10-19.6400W
DETGE,KENTUCKY,36-33-02.0400N 088-25-52.0000W
DETGY,NEW YORK,40-41-01.7000N 073-27-46.3000W
DETIE,ILLINOIS,42-21-33.6400N 088-21-48.3800W
DETKE,OHIO,38-53-54.9000N 083-17-36.1400W
DETLE,ILLINOIS,39-54-47.1100N 089-35-54.6100W
DETMR,MICHIGAN,42-07-08.5400N 085-05-38.9900W
DETOO,GEORGIA,VAD*T*265.00/5.00 30-56-54.3100N 083-17-21.8700W
DETPE,PENNSYLVANIA,41-29-22.8000N 079-00-40.2700W
DETPY,VIRGINIA,36-36-23.7100N 081-36-49.4700W
DETRE,OFFSHORE ATLANTIC,22-14-17.6900N 069-51-49.1600W
DETRO,IOWA,42-07-37.2300N 093-54-31.7800W
DETRR,NORTH DAKOTA,MIB*T*305.00/2.60 48-26-39.6800N 101-24-52.1700W
DETSE,FLORIDA,28-06-04.8500N 082-43-16.9500W
DETTE,PENNSYLVANIA,LRP*D*067.37/13.52 MXE*C*327.49 40-14-16.7400N 076-02-26.4300W
DETVE,NEW YORK,43-05-22.2400N 076-18-37.3200W
DEUCE,NEW YORK,40-38-39.6800N 073-24-46.0900W
DEUSO,PENNSYLVANIA,40-59-27.4700N 080-13-33.4300W
DEVAC,ALABAMA,VUZ*C*333.00/62.72 RMG*C*283.00/118.18 MEM*C*098.97/128.10 34-37-05.0900N 087-26-06.6000W
DEVAY,OHIO,39-12-56.9300N 081-56-03.7200W
DEVEC,NEW MEXICO,36-04-06.2600N 105-13-31.7900W
DEVER,ILLINOIS,37-51-12.3800N 089-21-25.7200W
DEVGE,NORTH DAKOTA,46-57-03.1500N 104-01-18.2300W
DEVID,,88-59-59.9600N 168-58-23.8400W
DEVKE,ALASKA,70-06-44.1300N 143-04-14.7700W
DEVLE,OREGON,44-12-43.5200N 117-14-56.6300W
DEVLN,OKLAHOMA,TIK*T*179.00/6.80 35-19-23.0400N 097-23-04.2800W
DEVME,SOUTH CAROLINA,32-50-17.2200N 079-48-42.2500W
DEVOE,TEXAS,CRP*C*220.00/123.00 26-32-38.9300N 099-10-12.4200W
DEVOH,OHIO,41-03-03.7300N 082-21-03.4100W
DEVON,ILLINOIS,JAV*LD*272.97/12.26 41-59-00.9000N 088-09-40.3700W
DEVSE,VERMONT,43-14-34.4000N 072-36-43.3800W
DEVVO,TEXAS,NGP*T*147.00/5.00 27-36-50.0500N 097-14-52.2200W
DEVYL,OHIO,LIZ*LD*237.94/6.61 41-20-54.5000N 081-57-16.4100W
DEVYN,WASHINGTON,47-58-06.0000N 121-49-55.5900W
DEWAK,KENTUCKY,37-46-37.9300N 083-14-58.1800W
DEWAR,IOWA,ALO*D*096.49/10.76 CID*D*332.01 42-32-09.4900N 092-09-28.8600W
DEWAX,COLORADO,38-35-47.5800N 108-15-16.5300W
DEWAY,CALIFORNIA,HDF*V*050.99 PSP*C*274.00/16.19 33-56-55.2000N 116-44-23.9100W
DEWBO,OKLAHOMA,34-47-17.2500N 099-17-05.0600W
DEWEB,NEW MEXICO,35-08-11.1300N 106-36-33.2700W
DEWEE,MASSACHUSETTS,42-15-11.8100N 071-36-56.9300W
DEWET,VIRGINIA,LYH*D*257.68/31.11 ROA*D*148.83 37-05-54.2000N 079-51-18.0200W
DEWEY,TEXAS,MAF*C*102.00/38.00 BGS*C*170.00 31-45-34.1900N 101-29-47.2200W
DEWHY,GEORGIA,OMO*LD*274.96/18.83 33-37-10.7300N 084-47-26.5600W
DEWIE,OKLAHOMA,BVO*D*003.24 BVO*LC*355.87 36-51-16.4900N 096-00-48.3200W
DEWIR,MARYLAND,39-13-17.5900N 075-56-07.5600W
DEWIT,MICHIGAN,FNT*C*260.73/36.76 CRL*D*316.36 42-48-09.1400N 084-33-00.0100W
DEWIX,FLORIDA,28-33-31.0600N 082-41-10.7700W
DEWLA,OHIO,41-17-02.9700N 084-18-28.5400W
DEWLN,ALASKA,70-49-07.0000N 158-12-45.0000W
DEWOK,NEBRASKA,42-52-16.4900N 103-03-49.6400W
DEWOP,OFFSHORE PACIFIC,27-00-00.0000N 161-04-50.0000E
DEWOR,MINNESOTA,44-00-22.3200N 093-01-12.9100W
DEWSS,OFFSHORE PACIFIC,14-52-30.0000N 148-58-54.0000E
DEWUN,GEORGIA,VAD*T*265.00/10.00 30-56-12.0700N 083-23-07.2500W
DEWWW,CALIFORNIA,33-50-31.6500N 116-07-17.8500W
DEWYE,CALIFORNIA,PDZ*C*334.49 CNO*LS*075.41 33-58-35.6500N 117-32-34.6800W
DEWYY,GEORGIA,30-45-35.6300N 083-25-34.5100W
DEXBE,TEXAS,PNH*C*055.00/5.00 35-16-22.5500N 101-36-30.0200W
DEXBU,GEORGIA,31-12-19.9200N 082-56-45.7400W
DEXIW,MISSISSIPPI,32-33-23.1000N 091-01-52.7500W
DEXLO,KENTUCKY,38-05-28.5000N 085-08-23.3000W
DEXOW,ALABAMA,RUJ*LD*139.75/3.40 30-35-34.8200N 088-02-21.5300W
DEXTR,ARIZONA,INW*C*037.65/60.00 35-40-44.9400N 109-49-56.4000W
DEXTU,CALIFORNIA,32-58-42.9000N 117-14-22.6000W
DEXXY,MAINE,43-20-23.2900N 070-37-08.6000W
DEYAC,NEW MEXICO,33-52-58.0000N 103-41-25.0900W
DEYAF,CALIFORNIA,NSI*T* /1.50 NSI*LG*120.60 33-13-15.3100N 119-26-01.7100W
DEYAK,TEXAS,32-02-52.2300N 094-52-59.5600W
DEYAR,UTAH,41-41-28.8300N 112-15-06.5800W
DEYAY,OHIO,39-41-13.2100N 082-55-25.5700W
DEYBE,MISSOURI,39-16-50.6400N 093-38-09.4100W
DEYEB,NEW MEXICO,35-31-41.3200N 108-43-00.7700W
DEYEC,NEW JERSEY,39-48-57.9900N 074-34-05.8800W
DEYEK,KANSAS,AAO*LD*000.85/5.98 37-50-08.0900N 097-12-28.0500W
DEYEN,MONTANA,46-41-41.3400N 105-55-43.8100W
DEYEP,ALASKA,FYU*C*164.30/82.70 65-12-15.5900N 145-31-19.8000W
DEYER,FLORIDA,30-32-23.6300N 081-33-24.7000W
DEYEV,MISSISSIPPI,GLH*D*040.33/19.00 33-45-00.6500N 090-43-03.1200W
DEYFE,INDIANA,41-28-14.2500N 085-09-55.3100W
DEYFY,MICHIGAN,42-38-55.9300N 083-09-30.2800W
DEYGA,ALASKA,66-33-52.1000N 152-30-46.3300W
DEYKI,ALASKA,TAL*D*269.84/12.00 65-14-27.0800N 152-37-38.8300W
DEYNE,ARIZONA,DUG*C*286.38/12.16 FHU*D*079.00 31-34-19.7500N 109-48-31.5900W
DEYPA,ALABAMA,30-33-00.4100N 088-10-51.2900W
DEYSY,MICHIGAN,43-58-49.5000N 084-23-01.7400W
DEYUC,COLORADO,ETL*D*019.17/10.00 38-10-58.6700N 108-08-57.0100W
DEYYY,MICHIGAN,GLR*D*089.48/2.30 45-01-00.5700N 084-39-02.1300W
DEYZI,ALASKA,63-53-28.8200N 160-48-54.0500W
DEYZO,MICHIGAN,42-50-59.7600N 086-06-11.8000W
DEZBO,OKLAHOMA,36-36-30.5100N 095-14-17.9000W
DEZIV,TEXAS,29-19-50.5200N 096-12-11.3400W
DEZLY,ALABAMA,34-21-26.0500N 086-04-55.3300W
DEZRT,UTAH,40-50-30.0000N 112-50-00.0000W
DEZZY,CALIFORNIA,33-50-44.1200N 116-24-08.9600W
DEZZZ,PENNSYLVANIA,40-30-48.2400N 078-40-11.5000W
DFENC,NORTH CAROLINA,35-55-11.0900N 077-03-37.5400W
DFINS,GEORGIA,FUN*LD*274.97/18.98 33-37-52.2400N 084-47-37.9900W
DFORT,VIRGINIA,38-13-41.6800N 077-07-54.6600W
DFOUR,GEORGIA,VAD*T*220.00/19.00 30-42-23.0700N 083-24-52.2200W
DFRIG,NEVADA,36-08-32.5700N 115-03-54.5900W
DFRTZ,NEW JERSEY,ARD*D*047.46 SBJ*D*170.99/7.20 40-28-10.0900N 074-41-25.9900W
DFUCA,WASHINGTON,48-25-31.6500N 123-01-00.8300W
DGESS,SOUTH CAROLINA,34-47-01.9700N 082-45-58.7200W
DGLAS,WASHINGTON,SNQ*LD*344.34/6.20 47-32-15.5700N 122-18-25.5700W
DGLUS,ALASKA,62-27-32.0000N 145-41-30.0000W
DGNRO,FLORIDA,25-54-39.8900N 080-33-42.8200W
DGRAF,PENNSYLVANIA,HNK*D*252.22/46.48 41-41-10.5200N 076-13-21.1500W
DHAKS,MONTANA,46-27-29.1500N 106-16-08.0400W
DHALP,NEW YORK,40-57-54.6200N 073-43-20.5900W
DHART,ARKANSAS,SWB*D*006.63/86.30 33-23-52.1400N 092-25-09.5700W
DHOBI,TEXAS,33-02-22.9400N 097-19-49.9200W
DHOME,ARIZONA,NYL*T* /7.02 YUM*LS*033.12 32-43-57.8400N 114-31-09.2900W
DHOWS,WYOMING,42-16-26.5500N 110-46-24.5500W
DHUTI,NEW HAMPSHIRE,43-30-46.3300N 072-16-52.9700W
DIAAN,OFFSHORE ATLANTIC,SIE*C*131.10/73.29 38-26-17.4000N 073-29-00.0000W
DIABO,WASHINGTON,SEA*C*013.80/100.45 48-50-01.5400N 120-56-13.4900W
DIALO,OFFSHORE PACIFIC,28-42-06.0000N 139-25-36.0000W
DIALS,NEW YORK,JFK*D*317.00 LGA*D*225.01/4.87 40-42-56.0500N 073-55-36.3600W
DIAMD,CALIFORNIA,PDZ*C*130.00/21.00 RIV*T*168.53 OCN*C*000.36 33-37-51.1600N 117-17-22.4500W
DIANN,WASHINGTON,GEG*C*012.60/40.30 COE*D*309.59 MLP*D*290.00 48-09-51.4100N 117-10-39.5100W
DIANO,PENNSYLVANIA,LVZ*C*246.31/29.30 FQM*D*138.00/32.08 SEG*D*075.00/32.47 41-00-01.9900N 076-13-33.7800W
DIANS,CALIFORNIA,39-42-43.2600N 121-47-18.7700W
DIANT,TEXAS,30-40-11.5600N 101-24-58.3600W
DIAPR,FLORIDA,26-51-48.4200N 080-19-56.6400W
DIATI,ALASKA,52-11-12.1500N 174-03-28.9500W
DIAZO,MICHIGAN,APN*C*194.00/5.00 45-00-00.3400N 083-34-16.7300W
DIAZZ,OFFSHORE ATLANTIC,ZQA*D*101.71/113.75 24-51-17.6400N 075-22-08.4100W
DIBAC,ALASKA,65-22-32.9900N 166-35-40.0000W
DIBAY,ARKANSAS,36-06-14.8300N 094-30-00.2700W
DIBBL,ILLINOIS,41-15-01.0800N 088-24-52.3900W
DIBBS,GEORGIA,WRB*T*323.00/6.00 32-43-07.8500N 083-39-54.6100W
DIBDE,KANSAS,38-51-30.9100N 094-59-55.4800W
DIBEY,ARIZONA,36-43-15.8900N 111-24-13.1400W
DIBGE,CALIFORNIA,33-15-06.2400N 117-02-24.4100W
DIBKE,WYOMING,42-54-26.7300N 106-33-13.7800W
DIBLE,CALIFORNIA,RBL*C*321.93 RDD*LD*166.07/18.00 40-13-22.1300N 122-17-43.5100W
DIBNE,NORTH CAROLINA,35-46-33.7500N 076-59-32.3200W
DIBOL,ALASKA,EEF*R*348.19 CGL*R*250.73 JDL*DD*250.78/18.00 58-21-42.1500N 135-12-20.4000W
DIBPE,WASHINGTON,ELN*D*110.00/3.00 46-59-29.7200N 120-24-11.9500W
DIBQE,SOUTH DAKOTA,43-04-00.8700N 098-49-05.9600W
DIBSE,ILLINOIS,42-27-58.1500N 088-12-46.0600W
DIBUF,FLORIDA,26-14-17.0300N 081-23-51.2900W
DIBVY,ALASKA,GAL*D*259.34/20.00 HSL*D*188.95 64-44-37.9900N 157-33-16.8100W
DIBWO,ALASKA,SPY*RD*135.68/59.99 56-19-43.4900N 169-13-13.1400W
DICAD,ALABAMA,30-44-05.2900N 088-16-52.0900W
DICAN,PENNSYLVANIA,39-56-16.4000N 077-41-38.9000W
DICAP,KENTUCKY,38-01-11.1200N 085-43-55.3200W
DICAT,TENNESSEE,SYI*D*340.00/0.34 35-34-02.1600N 086-26-29.9000W
DICAV,ALABAMA,33-08-32.0300N 087-24-33.2400W
DICAY,WISCONSIN,43-05-24.3400N 087-59-03.3800W
DICDE,ALASKA,66-05-11.1600N 163-22-41.5800W
DICEB,MISSISSIPPI,34-30-56.0200N 090-05-40.7500W
DICEC,ALASKA,61-50-34.1200N 162-07-38.2500W
DICED,NEW MEXICO,HMN*T*353.00/35.00 33-26-44.7100N 106-04-21.4900W
DICEE,UTAH,DVC*C*238.81/115.00 TBC*C*346.90/65.83 37-13-09.5800N 111-13-26.1800W
DICEG,CALIFORNIA,33-55-22.3200N 117-20-30.7000W
DICER,CALIFORNIA,33-02-27.9900N 116-54-30.6000W
DICEV,COLORADO,40-25-03.4500N 107-06-53.5100W
DICIR,ARIZONA,TFD*C*359.14 RJG*LD*E CRS/10.95 33-25-42.5500N 111-46-52.6400W
DICKA,TEXAS,32-29-23.0600N 095-07-18.9700W
DICKE,NEW JERSEY,39-42-25.6300N 074-58-21.2600W
DICKH,OKLAHOMA,PWA*D*168.00/4.93 35-27-02.8400N 097-38-24.5600W
DICKY,FLORIDA,27-48-43.2400N 082-34-52.1900W
DICOT,UTAH,FFU*C*359.68 PVU*D* /14.00 PVU*LD*313.79/14.53 40-24-31.6500N 111-53-28.8700W
DICSA,NEVADA,LAS*C*139.80/14.00 BLD*C*212.99/11.42 35-52-05.3300N 115-02-15.1000W
DICVA,GEORGIA,32-55-12.6500N 082-44-39.8000W
DICYE,VIRGINIA,SBV*C*080.55/6.77 36-42-11.3600N 078-52-43.0500W
